::1 - - [25/Apr/2025:14:52:34 +0000] "GET /api-docs/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
::1 - - [25/Apr/2025:14:52:34 +0000] "GET /api-docs/swagger-ui.css HTTP/1.1" 304 - "http://localhost:3000/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
::1 - - [25/Apr/2025:14:52:34 +0000] "GET /api-docs/swagger-ui-init.js HTTP/1.1" 200 12153 "http://localhost:3000/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
::1 - - [25/Apr/2025:14:52:34 +0000] "GET /api-docs/swagger-ui-bundle.js HTTP/1.1" 304 - "http://localhost:3000/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
::1 - - [25/Apr/2025:14:52:34 +0000] "GET /api-docs/swagger-ui-standalone-preset.js HTTP/1.1" 304 - "http://localhost:3000/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
::1 - - [25/Apr/2025:14:52:34 +0000] "GET /api-docs/favicon-32x32.png HTTP/1.1" 304 - "http://localhost:3000/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
::1 - - [25/Apr/2025:14:52:36 +0000] "POST /analyze HTTP/1.1" 403 28 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:14:54:53 +0000] "POST /analyze HTTP/1.1" 403 28 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:14:55:22 +0000] "POST /analyze HTTP/1.1" 403 28 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:00:27 +0000] "POST /analyze HTTP/1.1" 200 1145 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:00:32 +0000] "POST /analyze HTTP/1.1" 500 1703 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:01:09 +0000] "POST /analyze HTTP/1.1" 200 1146 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:01:12 +0000] "POST /analyze HTTP/1.1" 403 28 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:01:26 +0000] "POST /analyze HTTP/1.1" 400 207 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:01:34 +0000] "POST /analyze HTTP/1.1" 200 1146 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:07:18 +0000] "POST /analyze HTTP/1.1" 500 1703 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:08:19 +0000] "POST /analyze HTTP/1.1" 400 48 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:09:27 +0000] "POST /analyze HTTP/1.1" 400 48 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:09:31 +0000] "POST /analyze HTTP/1.1" 400 48 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:09:37 +0000] "POST /analyze HTTP/1.1" 200 1146 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:09:42 +0000] "POST /analyze HTTP/1.1" 403 28 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:09:47 +0000] "POST /analyze HTTP/1.1" 200 1146 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:17:04 +0000] "POST /analyze HTTP/1.1" 404 147 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:17:19 +0000] "POST /metadata HTTP/1.1" 401 262 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:18:13 +0000] "POST /metadata HTTP/1.1" 200 56 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:19:11 +0000] "POST /tags HTTP/1.1" 200 709 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:19:27 +0000] "POST /objects HTTP/1.1" 200 142 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:19:44 +0000] "POST /description HTTP/1.1" 200 163 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:20:07 +0000] "POST /description HTTP/1.1" 500 1704 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:24:26 +0000] "POST /description HTTP/1.1" 400 48 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:24:30 +0000] "POST /description HTTP/1.1" 200 163 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:24:35 +0000] "POST /description HTTP/1.1" 403 28 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:24:40 +0000] "POST /description HTTP/1.1" 403 28 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:24:43 +0000] "POST /description HTTP/1.1" 403 28 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:24:51 +0000] "POST /tags HTTP/1.1" 403 28 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:25:04 +0000] "POST /tags HTTP/1.1" 200 709 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:25:08 +0000] "POST /tags HTTP/1.1" 400 48 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:25:13 +0000] "POST /objects HTTP/1.1" 400 48 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:25:16 +0000] "POST /objects HTTP/1.1" 403 28 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:25:23 +0000] "POST /objects HTTP/1.1" 200 142 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:25:31 +0000] "POST /metadata HTTP/1.1" 200 56 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:25:37 +0000] "POST /metadata HTTP/1.1" 400 48 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:25:42 +0000] "POST /metadata HTTP/1.1" 403 28 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:25:47 +0000] "POST /metadata HTTP/1.1" 403 28 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:25:56 +0000] "POST /metadata HTTP/1.1" 200 56 "-" "PostmanRuntime/7.43.3"
::1 - - [25/Apr/2025:15:28:10 +0000] "POST /tags HTTP/1.1" 200 709 "-" "PostmanRuntime/7.43.3"
